Season,Episode,Episode ID,Actor,Role
8,5,tt6027916,Alexis Raben,Xela
8,5,tt6027916,Matthew Wolf,Lannister Soldier
8,5,tt6027916,Bronte Carmichael,Martha
8,5,tt6027916,Tipper Seifert-Cleveland,Nora's Daughter
8,5,tt6027916,Frank Blake,Northern Sentry
8,5,tt6027916,Ryan McKen,Lannister Soldier
8,5,tt6027916,Owen Whitelaw,Lannister Soldier
8,5,tt6027916,Rori Hawthorn,Young Woman
8,5,tt6027916,Oliver Devoti,Northerner in Alley
8,5,tt6027916,Jim Tighe,Lannister Soldier
8,5,tt6027916,Derek Dubery,Lannister Soldier
8,5,tt6027916,Luke McQuillan,Lannister Soldier
8,5,tt6027916,Nicky Harley,King's Landing Citizen
8,5,tt6027916,Hayley McQuillan,King's Landing Citizen
8,5,tt6027916,Adam Devereux,Lannister Soldier
8,5,tt6027916,Thomas Martin,Lannister Soldier
8,5,tt6027916,Brian Patrick Kennedy,Lannister Soldier
8,5,tt6027916,Luna Kalo,King's Landing Citizen
8,5,tt6027916,Caitlin Pharro,King's Landing Citizen
8,5,tt6027916,Louis McCartney,King's Landing Citizen
8,5,tt6027916,Rosie McClelland,King's Landing Citizen
8,5,tt6027916,Isaac Heslip,King's Landing Citizen
8,5,tt6027916,Jack Morgan,Lannister Soldier
8,6,tt6027920,Peter Dinklage,Tyrion Lannister
8,6,tt6027920,Nikolaj Coster-Waldau,Jaime Lannister
8,6,tt6027920,Lena Headey,Cersei Lannister
8,6,tt6027920,Emilia Clarke,Daenerys Targaryen
8,6,tt6027920,Kit Harington,Jon Snow
8,6,tt6027920,Sophie Turner,Sansa Stark
8,6,tt6027920,Maisie Williams,Arya Stark
8,6,tt6027920,Liam Cunningham,Davos Seaworth
8,6,tt6027920,John Bradley,Samwell Tarly
8,6,tt6027920,Isaac Hempstead Wright,Bran Stark
8,6,tt6027920,Gwendoline Christie,Brienne of Tarth
8,6,tt6027920,Jerome Flynn,Bronn
8,6,tt6027920,Kristofer Hivju,Tormund Giantsbane
8,6,tt6027920,Joe Dempsie,Gendry
8,6,tt6027920,Jacob Anderson,Grey Worm
8,6,tt6027920,Gemma Whelan,Yara Greyjoy
8,6,tt6027920,Tobias Menzies,Edmure Tully
8,6,tt6027920,Daniel Portman,Podrick Payne
8,6,tt6027920,Rupert Vansittart,Yohn Royce
8,6,tt6027920,Lino Facioli,Robin Arryn
8,6,tt6027920,Richard Rycroft,Maester Wolkan
8,6,tt6027920,Gabriel Akuwudike,Unsullied Captain
8,6,tt6027920,Noel Harron,Ironborn Lord
8,6,tt6027920,Toby Osmond,Dornish Prince
8,6,tt6027920,Andrew Bicknell,Riverlands Lord
8,6,tt6027920,Michael Benbaruk,Lord Une
8,6,tt6027920,Frank Jakeman,Vale Lord
8,6,tt6027920,Niall Bishop,Northern Lord
8,6,tt6027920,Pádraig O'Grady,Crying Man
8,6,tt6027920,Eoin Duffy,Lannister
8,6,tt6027920,Shane Whisker,Villager 1
8,6,tt6027920,Lorcan Strain,
8,6,tt6027920,Ella-Rose Sands,
