Season,Episode,Episode ID,Actor,Role
2,2,tt2069318,Lena Headey,Cersei Lannister
2,2,tt2069318,Emilia Clarke,Daenerys Targaryen
2,2,tt2069318,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,2,tt2069318,Iain Glen,Jorah Mormont
2,2,tt2069318,Kit Harington,Jon Snow
2,2,tt2069318,Liam Cunningham,Davos Seaworth
2,2,tt2069318,Alfie Allen,Theon Greyjoy
2,2,tt2069318,Maisie Williams,Arya Stark
2,2,tt2069318,Stephen Dillane,Stannis Baratheon
2,2,tt2069318,Carice van Houten,Melisandre
2,2,tt2069318,Jerome Flynn,Bronn
2,2,tt2069318,Conleth Hill,Lord Varys
2,2,tt2069318,John Bradley,Samwell Tarly
2,2,tt2069318,Sibel Kekilli,Shae
2,2,tt2069318,Julian Glover,Grand Maester Pycelle
2,2,tt2069318,Robert Pugh,Craster
2,2,tt2069318,Patrick Malahide,Balon Greyjoy
2,2,tt2069318,Francis Magee,Yoren
2,2,tt2069318,Dominic Carter,Janos Slynt
2,2,tt2069318,Tom Wlaschiha,Jaqen H'ghar
2,2,tt2069318,Joe Dempsie,Gendry
2,2,tt2069318,Mark Stanley,Grenn
2,2,tt2069318,Ben Crompton,Eddison Tollett
2,2,tt2069318,Roxanne McKee,Doreah
2,2,tt2069318,Amrita Acharia,Irri
2,2,tt2069318,Steven Cole,Kovarro
2,2,tt2069318,Ben Hawkey,Hot Pie
2,2,tt2069318,Eros V,Lommy Greenhands
2,2,tt2069318,Esmé Bianco,Ros
2,2,tt2069318,Andy Beckwith,Rorge
2,2,tt2069318,Gemma Whelan,Yara Greyjoy
2,2,tt2069318,Kerr Logan,Matthos Seaworth
2,2,tt2069318,Lucian Msamati,Salladhor Saan
2,2,tt2069318,Hannah Murray,Gilly
2,2,tt2069318,Karl Davies,Alton Lannister
2,2,tt2069318,Amy Dawson,Captain's Daughter
2,2,tt2069318,Sahara Knite,Armeca
2,2,tt2069318,Jer O'Leary,Lordsport Dockhand
2,2,tt2069318,Gerard Jordan,Biter
2,2,tt2069318,Daniel Portman,Podrick Payne
2,2,tt2069318,Ian Whyte,White Walker
2,2,tt2069318,Sam Callis,Goldcloak
2,2,tt2069318,Derek Reid,Brothel Customer
2,2,tt2069318,Josephine Gillan,Marei
2,2,tt2069318,Dennis Stokes,Male Prostitute
2,3,tt2070135,Peter Dinklage,Tyrion Lannister
2,3,tt2070135,Lena Headey,Cersei Lannister
2,3,tt2070135,Michelle Fairley,Catelyn Stark
2,3,tt2070135,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,3,tt2070135,Kit Harington,Jon Snow
2,3,tt2070135,Alfie Allen,Theon Greyjoy
2,3,tt2070135,Isaac Hempstead Wright,Bran Stark
2,3,tt2070135,Sophie Turner,Sansa Stark
2,3,tt2070135,Maisie Williams,Arya Stark
2,3,tt2070135,John Bradley,Samwell Tarly
2,3,tt2070135,Natalie Dormer,Margaery Tyrell
2,3,tt2070135,James Cosmo,Jeor Mormont
2,3,tt2070135,Jerome Flynn,Bronn
2,3,tt2070135,Conleth Hill,Lord Varys
2,3,tt2070135,Sibel Kekilli,Shae
2,3,tt2070135,Donald Sumpter,Maester Luwin
2,3,tt2070135,Ron Donachie,Rodrik Cassel
2,3,tt2070135,Julian Glover,Grand Maester Pycelle
2,3,tt2070135,Robert Pugh,Craster
2,3,tt2070135,Patrick Malahide,Balon Greyjoy
2,3,tt2070135,Francis Magee,Yoren
2,3,tt2070135,Gethin Anthony,Renly Baratheon
2,3,tt2070135,Joe Dempsie,Gendry
2,3,tt2070135,Tom Wlaschiha,Jaqen H'ghar
2,3,tt2070135,Gwendoline Christie,Brienne of Tarth
2,3,tt2070135,Finn Jones,Loras Tyrell
2,3,tt2070135,Ben Hawkey,Hot Pie
2,3,tt2070135,Eros V,Lommy Greenhands
2,3,tt2070135,Gemma Whelan,Yara Greyjoy
2,3,tt2070135,Kristian Nairn,Hodor
2,3,tt2070135,Hannah Murray,Gilly
2,3,tt2070135,Fintan McKeown,Amory Lorch
2,3,tt2070135,Andy Kellegher,Polliver
2,3,tt2070135,Andy Beckwith,Rorge
2,3,tt2070135,Gerard Jordan,Biter
2,3,tt2070135,Jonathan Ryan,Drowned Priest
2,3,tt2070135,Aimee Richardson,Myrcella Baratheon
2,3,tt2070135,Callum Wharry,Tommen Baratheon
2,3,tt2070135,Maisie Dee,Daisy
2,3,tt2070135,Tobias Winter,Timett
2,3,tt2070135,Ken Fletcher,Gerald
2,3,tt2070135,Darren Killeen,Colen of Greenpools
2,3,tt2070135,Sam Callis,Goldcloak
2,4,tt2069319,Peter Dinklage,Tyrion Lannister
2,4,tt2069319,Michelle Fairley,Catelyn Stark
2,4,tt2069319,Emilia Clarke,Daenerys Targaryen
2,4,tt2069319,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,4,tt2069319,Iain Glen,Jorah Mormont
2,4,tt2069319,Charles Dance,Tywin Lannister
2,4,tt2069319,Liam Cunningham,Davos Seaworth
2,4,tt2069319,Jack Gleeson,Joffrey Baratheon
2,4,tt2069319,Richard Madden,Robb Stark
2,4,tt2069319,Sophie Turner,Sansa Stark
2,4,tt2069319,Maisie Williams,Arya Stark
2,4,tt2069319,Stephen Dillane,Stannis Baratheon
2,4,tt2069319,Carice van Houten,Melisandre
2,4,tt2069319,Natalie Dormer,Margaery Tyrell
2,4,tt2069319,Jerome Flynn,Bronn
2,4,tt2069319,Rory McCann,Sandor 'The Hound' Clegane
2,4,tt2069319,Gethin Anthony,Renly Baratheon
2,4,tt2069319,Nicholas Blane,Spice King
2,4,tt2069319,Nonso Anozie,Xaro Xhoan Daxos
2,4,tt2069319,Michael McElhatton,Roose Bolton
2,4,tt2069319,Joe Dempsie,Gendry
2,4,tt2069319,Eugene Simon,Lancel Lannister
2,4,tt2069319,Oona Chaplin,Talisa Maegyr
2,4,tt2069319,Gwendoline Christie,Brienne of Tarth
2,4,tt2069319,Ian Hanmore,Pyat Pree
2,4,tt2069319,Roxanne McKee,Doreah
2,4,tt2069319,Amrita Acharia,Irri
2,4,tt2069319,Steven Cole,Kovarro
2,4,tt2069319,Ben Hawkey,Hot Pie
2,4,tt2069319,Finn Jones,Loras Tyrell
2,4,tt2069319,Esmé Bianco,Ros
2,4,tt2069319,Ian Whyte,Gregor 'The Mountain' Clegane
2,4,tt2069319,Ian Beattie,Meryn Trant
2,4,tt2069319,Tony Way,Dontos Hollard
2,4,tt2069319,Anthony Morris,The Tickler
2,4,tt2069319,Sam Mackay,Lannister Guard
2,4,tt2069319,David Fynn,Rennick
2,4,tt2069319,Andy Kellegher,Polliver
2,4,tt2069319,Maisie Dee,Daisy
2,4,tt2069319,Gina Moxley,Old Woman Prisoner
2,4,tt2069319,Fintan McKeown,Amory Lorch
2,4,tt2069319,Emmet O'Riabhaigh,Wounded Lannister
2,4,tt2069319,Donal Gallery,Tortured Prisoner
2,4,tt2069319,Slavko Juraga,Silk King
2,5,tt2074658,Peter Dinklage,Tyrion Lannister
2,5,tt2074658,Lena Headey,Cersei Lannister
2,5,tt2074658,Michelle Fairley,Catelyn Stark
2,5,tt2074658,Emilia Clarke,Daenerys Targaryen
2,5,tt2074658,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,5,tt2074658,Iain Glen,Jorah Mormont
2,5,tt2074658,Kit Harington,Jon Snow
2,5,tt2074658,Charles Dance,Tywin Lannister
2,5,tt2074658,Liam Cunningham,Davos Seaworth
2,5,tt2074658,Alfie Allen,Theon Greyjoy
2,5,tt2074658,John Bradley,Samwell Tarly
2,5,tt2074658,Isaac Hempstead Wright,Bran Stark
2,5,tt2074658,Maisie Williams,Arya Stark
2,5,tt2074658,Stephen Dillane,Stannis Baratheon
2,5,tt2074658,Natalie Dormer,Margaery Tyrell
2,5,tt2074658,James Cosmo,Jeor Mormont
2,5,tt2074658,Jerome Flynn,Bronn
2,5,tt2074658,Donald Sumpter,Maester Luwin
2,5,tt2074658,Roy Dotrice,Hallyne
2,5,tt2074658,Ron Donachie,Rodrik Cassel
2,5,tt2074658,Gwendoline Christie,Brienne of Tarth
2,5,tt2074658,Natalia Tena,Osha
2,5,tt2074658,Gethin Anthony,Renly Baratheon
2,5,tt2074658,Ian Hanmore,Pyat Pree
2,5,tt2074658,Tom Wlaschiha,Jaqen H'ghar
2,5,tt2074658,Joe Dempsie,Gendry
2,5,tt2074658,Eugene Simon,Lancel Lannister
2,5,tt2074658,Simon Armstrong,Qhorin Halfhand
2,5,tt2074658,Mark Stanley,Grenn
2,5,tt2074658,Finn Jones,Loras Tyrell
2,5,tt2074658,Ben Crompton,Eddison Tollett
2,5,tt2074658,Roxanne McKee,Doreah
2,5,tt2074658,Amrita Acharia,Irri
2,5,tt2074658,Steven Cole,Kovarro
2,5,tt2074658,Nonso Anozie,Xaro Xhoan Daxos
2,5,tt2074658,Gemma Whelan,Yara Greyjoy
2,5,tt2074658,Kristian Nairn,Hodor
2,5,tt2074658,Ben Hawkey,Hot Pie
2,5,tt2074658,Ralph Ineson,Dagmer Cleftjaw
2,5,tt2074658,Forbes KB,Black Lorren
2,5,tt2074658,Fintan McKeown,Amory Lorch
2,5,tt2074658,Edward Tudor-Pole,Protestor
2,5,tt2074658,Laura Pradelska,Quaithe
2,5,tt2074658,Patrick FitzSymons,Reginald Lannister
2,5,tt2074658,Art Parkinson,Rickon Stark
2,5,tt2074658,Aimee Richardson,Myrcella Baratheon
2,5,tt2074658,Anthony Morris,The Tickler
2,5,tt2074658,Donagh Deeney,Winterfell Shepherd
2,5,tt2074658,Kristina Krepela,Qartheen Woman
2,5,tt2074658,Slavko Juraga,Silk King
2,6,tt2085238,Peter Dinklage,Tyrion Lannister
2,6,tt2085238,Lena Headey,Cersei Lannister
2,6,tt2085238,Michelle Fairley,Catelyn Stark
2,6,tt2085238,Emilia Clarke,Daenerys Targaryen
2,6,tt2085238,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,6,tt2085238,Kit Harington,Jon Snow
2,6,tt2085238,Charles Dance,Tywin Lannister
2,6,tt2085238,Isaac Hempstead Wright,Bran Stark
2,6,tt2085238,Richard Madden,Robb Stark
2,6,tt2085238,Sophie Turner,Sansa Stark
2,6,tt2085238,Maisie Williams,Arya Stark
2,6,tt2085238,Alfie Allen,Theon Greyjoy
2,6,tt2085238,Jack Gleeson,Joffrey Baratheon
2,6,tt2085238,Sibel Kekilli,Shae
2,6,tt2085238,Rory McCann,Sandor 'The Hound' Clegane
2,6,tt2085238,Donald Sumpter,Maester Luwin
2,6,tt2085238,Ron Donachie,Rodrik Cassel
2,6,tt2085238,Natalia Tena,Osha
2,6,tt2085238,Michael McElhatton,Roose Bolton
2,6,tt2085238,Nonso Anozie,Xaro Xhoan Daxos
2,6,tt2085238,Nicholas Blane,Spice King
2,6,tt2085238,Tom Wlaschiha,Jaqen H'ghar
2,6,tt2085238,Rose Leslie,Ygritte
2,6,tt2085238,Gwendoline Christie,Brienne of Tarth
2,6,tt2085238,Oona Chaplin,Talisa Maegyr
2,6,tt2085238,Simon Armstrong,Qhorin Halfhand
2,6,tt2085238,Ralph Ineson,Dagmer Cleftjaw
2,6,tt2085238,Ian Beattie,Meryn Trant
2,6,tt2085238,Fintan McKeown,Amory Lorch
2,6,tt2085238,Forbes KB,Black Lorren
2,6,tt2085238,Amrita Acharia,Irri
2,6,tt2085238,Kristian Nairn,Hodor
2,6,tt2085238,Steven Cole,Kovarro
2,6,tt2085238,David Verrey,High Septon
2,6,tt2085238,Peter Ballance,Farlen
2,6,tt2085238,David James Coakley,Drennan
2,6,tt2085238,Aimee Richardson,Myrcella Baratheon
2,6,tt2085238,Art Parkinson,Rickon Stark
2,6,tt2085238,Callum Wharry,Tommen Baratheon
2,6,tt2085238,Reg Wayment,King's Landing Rioter #1
2,6,tt2085238,Aiden Condron,Lannister Captain
2,6,tt2085238,Marko Juraga,King's Landing Rioter #2
2,6,tt2085238,Rea Separovic,King's Landing Rioter #3
2,6,tt2085238,Paul Caddell,Jacks
2,6,tt2085238,Aidan Crowe,Quent
2,7,tt2085239,Peter Dinklage,Tyrion Lannister
2,7,tt2085239,Lena Headey,Cersei Lannister
2,7,tt2085239,Nikolaj Coster-Waldau,Jaime Lannister
2,7,tt2085239,Michelle Fairley,Catelyn Stark
2,7,tt2085239,Emilia Clarke,Daenerys Targaryen
2,7,tt2085239,Iain Glen,Jorah Mormont
2,7,tt2085239,Kit Harington,Jon Snow
2,7,tt2085239,Charles Dance,Tywin Lannister
2,7,tt2085239,Isaac Hempstead Wright,Bran Stark
2,7,tt2085239,Richard Madden,Robb Stark
2,7,tt2085239,Sophie Turner,Sansa Stark
2,7,tt2085239,Maisie Williams,Arya Stark
2,7,tt2085239,Alfie Allen,Theon Greyjoy
2,7,tt2085239,Sibel Kekilli,Shae
2,7,tt2085239,Rory McCann,Sandor 'The Hound' Clegane
2,7,tt2085239,Donald Sumpter,Maester Luwin
2,7,tt2085239,Ian Hanmore,Pyat Pree
2,7,tt2085239,Nicholas Blane,Spice King
2,7,tt2085239,Nonso Anozie,Xaro Xhoan Daxos
2,7,tt2085239,Natalia Tena,Osha
2,7,tt2085239,Michael McElhatton,Roose Bolton
2,7,tt2085239,Rose Leslie,Ygritte
2,7,tt2085239,Gwendoline Christie,Brienne of Tarth
2,7,tt2085239,Oona Chaplin,Talisa Maegyr
2,7,tt2085239,Ralph Ineson,Dagmer Cleftjaw
2,7,tt2085239,Laura Pradelska,Quaithe
2,7,tt2085239,John Stahl,Rickard Karstark
2,7,tt2085239,Karl Davies,Alton Lannister
2,7,tt2085239,Forbes KB,Black Lorren
2,7,tt2085239,Kristian Nairn,Hodor
2,7,tt2085239,Steven Cole,Kovarro
2,7,tt2085239,Ian Whyte,Gregor 'The Mountain' Clegane
2,7,tt2085239,Art Parkinson,Rickon Stark
2,7,tt2085239,Donagh Deeney,Winterfell Shepherd
2,7,tt2085239,Sara Dylan,Bernadette
2,7,tt2085239,Steve Wilson,Theon's Master of Hounds
2,7,tt2085239,Slavko Juraga,Silk King
2,7,tt2085239,Tyrone McElhennon,Torrhen Karstark
2,7,tt2085239,Neill Fleming,Karstark Soldier #1
2,7,tt2085239,Peter Ballance,Farlen
2,7,tt2085239,David James Coakley,Drennan
2,7,tt2085239,Paul Caddell,Jacks
2,7,tt2085239,Duncan Lacroix,Karstark Soldier #2
2,7,tt2085239,David Sheehan,Stark Guard
2,7,tt2085239,Aidan Crowe,Quent
2,7,tt2085239,Reg Wayment,King's Landing Rioter #1
2,8,tt2085240,Peter Dinklage,Tyrion Lannister
2,8,tt2085240,Lena Headey,Cersei Lannister
2,8,tt2085240,Nikolaj Coster-Waldau,Jaime Lannister
2,8,tt2085240,Michelle Fairley,Catelyn Stark
2,8,tt2085240,Emilia Clarke,Daenerys Targaryen
2,8,tt2085240,Iain Glen,Jorah Mormont
2,8,tt2085240,Kit Harington,Jon Snow
2,8,tt2085240,Charles Dance,Tywin Lannister
2,8,tt2085240,Liam Cunningham,Davos Seaworth
2,8,tt2085240,Jack Gleeson,Joffrey Baratheon
2,8,tt2085240,Isaac Hempstead Wright,Bran Stark
2,8,tt2085240,Richard Madden,Robb Stark
2,8,tt2085240,Maisie Williams,Arya Stark
2,8,tt2085240,Alfie Allen,Theon Greyjoy
2,8,tt2085240,John Bradley,Samwell Tarly
2,8,tt2085240,Stephen Dillane,Stannis Baratheon
2,8,tt2085240,Sibel Kekilli,Shae
2,8,tt2085240,Jerome Flynn,Bronn
2,8,tt2085240,Conleth Hill,Lord Varys
2,8,tt2085240,Donald Sumpter,Maester Luwin
2,8,tt2085240,Natalia Tena,Osha
2,8,tt2085240,Oona Chaplin,Talisa Maegyr
2,8,tt2085240,Michael McElhatton,Roose Bolton
2,8,tt2085240,Tom Wlaschiha,Jaqen H'ghar
2,8,tt2085240,Rose Leslie,Ygritte
2,8,tt2085240,Simon Armstrong,Qhorin Halfhand
2,8,tt2085240,Gemma Whelan,Yara Greyjoy
2,8,tt2085240,Joe Dempsie,Gendry
2,8,tt2085240,Gwendoline Christie,Brienne of Tarth
2,8,tt2085240,Ralph Ineson,Dagmer Cleftjaw
2,8,tt2085240,Ian Gelder,Kevan Lannister
2,8,tt2085240,John Stahl,Rickard Karstark
2,8,tt2085240,Mark Stanley,Grenn
2,8,tt2085240,Ben Crompton,Eddison Tollett
2,8,tt2085240,Ben Hawkey,Hot Pie
2,8,tt2085240,Esmé Bianco,Ros
2,8,tt2085240,Andy Beckwith,Rorge
2,8,tt2085240,Steven Cole,Kovarro
2,8,tt2085240,Edward Dogliani,Rattleshirt
2,8,tt2085240,Kristian Nairn,Hodor
2,8,tt2085240,Gerard Jordan,Biter
2,8,tt2085240,Art Parkinson,Rickon Stark
2,8,tt2085240,Daniel Portman,Podrick Payne
2,8,tt2085240,Ian Whyte,Gregor 'The Mountain' Clegane
2,8,tt2085240,Kerr Logan,Matthos Seaworth
2,8,tt2085240,Moe Dunford,Stark Messenger
2,8,tt2085240,Mark Byatt,Lannister Torturer
2,8,tt2085240,David Sheehan,Stark Guard
2,8,tt2085240,Aiden Condron,Lannister Captain
2,8,tt2085240,Ciaran McMahon,Lannister Soldier
2,9,tt2084342,Peter Dinklage,Tyrion Lannister
2,9,tt2084342,Lena Headey,Cersei Lannister
2,9,tt2084342,Charles Dance,Tywin Lannister
2,9,tt2084342,Liam Cunningham,Davos Seaworth
2,9,tt2084342,Jack Gleeson,Joffrey Baratheon
2,9,tt2084342,Sophie Turner,Sansa Stark
2,9,tt2084342,Rory McCann,Sandor 'The Hound' Clegane
2,9,tt2084342,Stephen Dillane,Stannis Baratheon
2,9,tt2084342,Jerome Flynn,Bronn
2,9,tt2084342,Conleth Hill,Lord Varys
2,9,tt2084342,Sibel Kekilli,Shae
2,9,tt2084342,Roy Dotrice,Hallyne
2,9,tt2084342,Julian Glover,Grand Maester Pycelle
2,9,tt2084342,Eugene Simon,Lancel Lannister
2,9,tt2084342,Kerr Logan,Matthos Seaworth
2,9,tt2084342,Finn Jones,Loras Tyrell
2,9,tt2084342,Sahara Knite,Armeca
2,9,tt2084342,Tony Way,Dontos Hollard
2,9,tt2084342,Wilko Johnson,Ilyn Payne
2,9,tt2084342,Stephen Swift,Singing Lannister Soldier
2,9,tt2084342,Callum Wharry,Tommen Baratheon
2,9,tt2084342,Daniel Portman,Podrick Payne
2,9,tt2084342,Gordon Mahon,Imry Florent
2,9,tt2084342,James Doran,Mandon Moore
2,9,tt2084342,Kieran Cunningham,Baratheon Officer
2,9,tt2084342,Michael Grennell,Captain of the Archers
2,10,tt2112510,Peter Dinklage,Tyrion Lannister
2,10,tt2112510,Lena Headey,Cersei Lannister
2,10,tt2112510,Nikolaj Coster-Waldau,Jaime Lannister
2,10,tt2112510,Michelle Fairley,Catelyn Stark
2,10,tt2112510,Emilia Clarke,Daenerys Targaryen
2,10,tt2112510,Aidan Gillen,Petyr 'Littlefinger' Baelish
2,10,tt2112510,Iain Glen,Jorah Mormont
2,10,tt2112510,Kit Harington,Jon Snow
2,10,tt2112510,Charles Dance,Tywin Lannister
2,10,tt2112510,Isaac Hempstead Wright,Bran Stark
2,10,tt2112510,Richard Madden,Robb Stark
2,10,tt2112510,Sophie Turner,Sansa Stark
2,10,tt2112510,Maisie Williams,Arya Stark
2,10,tt2112510,Alfie Allen,Theon Greyjoy
2,10,tt2112510,John Bradley,Samwell Tarly
2,10,tt2112510,Jack Gleeson,Joffrey Baratheon
2,10,tt2112510,Natalie Dormer,Margaery Tyrell
2,10,tt2112510,Stephen Dillane,Stannis Baratheon
2,10,tt2112510,Carice van Houten,Melisandre
2,10,tt2112510,Conleth Hill,Lord Varys
2,10,tt2112510,Sibel Kekilli,Shae
2,10,tt2112510,Donald Sumpter,Maester Luwin
2,10,tt2112510,Julian Glover,Grand Maester Pycelle
2,10,tt2112510,Ian Hanmore,Pyat Pree
2,10,tt2112510,Natalia Tena,Osha
2,10,tt2112510,Tom Wlaschiha,Jaqen H'ghar
2,10,tt2112510,Simon Armstrong,Qhorin Halfhand
2,10,tt2112510,Gwendoline Christie,Brienne of Tarth
2,10,tt2112510,Rose Leslie,Ygritte
2,10,tt2112510,Nonso Anozie,Xaro Xhoan Daxos
2,10,tt2112510,Joe Dempsie,Gendry
2,10,tt2112510,Oona Chaplin,Talisa Maegyr
2,10,tt2112510,Esmé Bianco,Ros
2,10,tt2112510,Finn Jones,Loras Tyrell
2,10,tt2112510,Mark Stanley,Grenn
2,10,tt2112510,Ben Crompton,Eddison Tollett
2,10,tt2112510,Ben Hawkey,Hot Pie
2,10,tt2112510,Ralph Ineson,Dagmer Cleftjaw
2,10,tt2112510,Roxanne McKee,Doreah
2,10,tt2112510,Steven Cole,Kovarro
2,10,tt2112510,Kristian Nairn,Hodor
2,10,tt2112510,Art Parkinson,Rickon Stark
2,10,tt2112510,Edward Dogliani,Rattleshirt
2,10,tt2112510,Forbes KB,Black Lorren
2,10,tt2112510,Daniel Portman,Podrick Payne
2,10,tt2112510,Patrick O'Kane,Jaqen's Disguise
2,10,tt2112510,Michael Shaeffer,Stark Soldier
2,10,tt2112510,Chris Reilly,Soldier Tom
2,10,tt2112510,Terry Byrne,Septon
2,10,tt2112510,Ross Mullan,White Walker
2,10,tt2112510,Wren Ros Elliot-Sloan,Rhaego
2,10,tt2112510,Jason Momoa,Khal Drogo
3,1,tt2178782,Peter Dinklage,Tyrion Lannister
3,1,tt2178782,Lena Headey,Cersei Lannister
3,1,tt2178782,Emilia Clarke,Daenerys Targaryen
3,1,tt2178782,Kit Harington,Jon Snow
3,1,tt2178782,Richard Madden,Robb Stark
3,1,tt2178782,Iain Glen,Jorah Mormont
3,1,tt2178782,Michelle Fairley,Catelyn Stark
3,1,tt2178782,Aidan Gillen,Petyr 'Littlefinger' Baelish
3,1,tt2178782,Charles Dance,Tywin Lannister
3,1,tt2178782,Liam Cunningham,Davos Seaworth
3,1,tt2178782,Stephen Dillane,Stannis Baratheon
3,1,tt2178782,Carice van Houten,Melisandre
3,1,tt2178782,Natalie Dormer,Margaery Tyrell
3,1,tt2178782,John Bradley,Samwell Tarly
3,1,tt2178782,Jack Gleeson,Joffrey Baratheon
3,1,tt2178782,Sophie Turner,Sansa Stark
3,1,tt2178782,Oona Chaplin,Talisa Stark
3,1,tt2178782,Sibel Kekilli,Shae
3,1,tt2178782,Rose Leslie,Ygritte
3,1,tt2178782,James Cosmo,Jeor Mormont
3,1,tt2178782,Jerome Flynn,Bronn
3,1,tt2178782,Ciarán Hinds,Mance Rayder
3,1,tt2178782,Michael McElhatton,Roose Bolton
3,1,tt2178782,Ian McElhinney,Barristan Selmy
3,1,tt2178782,Finn Jones,Loras Tyrell
3,1,tt2178782,Anton Lesser,Qyburn
3,1,tt2178782,Kristofer Hivju,Tormund Giantsbane
3,1,tt2178782,Esmé Bianco,Ros
3,1,tt2178782,John Stahl,Rickard Karstark
3,1,tt2178782,Lucian Msamati,Salladhor Saan
3,1,tt2178782,Mark Stanley,Grenn
3,1,tt2178782,Ben Crompton,Eddison Tollett
3,1,tt2178782,Daniel Portman,Podrick Payne
3,1,tt2178782,Dan Hildebrand,Kraznys mo Nakloz
3,1,tt2178782,Nathalie Emmanuel,Missandei
3,1,tt2178782,Luke Barnes,Rast
3,1,tt2178782,Edward Dogliani,Rattleshirt
3,1,tt2178782,Ian Beattie,Meryn Trant
3,1,tt2178782,Ian Whyte,Dongo the Giant
3,1,tt2178782,Elisa Lasowski,Mirelle
3,1,tt2178782,Michael Power,Boat Commander
3,1,tt2178782,Aisling Jarrett-Gavin,Margaery's Handmaiden
3,1,tt2178782,Max Barber,Orphan Kid
3,1,tt2178782,Lottie Steer,Warlock
3,1,tt2178782,Rhys Howells,Unsullied
3,2,tt2178772,Peter Dinklage,Tyrion Lannister
3,2,tt2178772,Nikolaj Coster-Waldau,Jaime Lannister
3,2,tt2178772,Lena Headey,Cersei Lannister
3,2,tt2178772,Kit Harington,Jon Snow
3,2,tt2178772,Richard Madden,Robb Stark
3,2,tt2178772,Michelle Fairley,Catelyn Stark
3,2,tt2178772,Natalie Dormer,Margaery Tyrell
3,2,tt2178772,Isaac Hempstead Wright,Bran Stark
3,2,tt2178772,Jack Gleeson,Joffrey Baratheon
3,2,tt2178772,Sophie Turner,Sansa Stark
3,2,tt2178772,Maisie Williams,Arya Stark
3,2,tt2178772,Alfie Allen,Theon Greyjoy
3,2,tt2178772,Oona Chaplin,Talisa Stark
3,2,tt2178772,Joe Dempsie,Gendry
3,2,tt2178772,Rose Leslie,Ygritte
3,2,tt2178772,John Bradley,Samwell Tarly
3,2,tt2178772,James Cosmo,Jeor Mormont
3,2,tt2178772,Sibel Kekilli,Shae
3,2,tt2178772,Rory McCann,Sandor 'The Hound' Clegane
3,2,tt2178772,Diana Rigg,Olenna Tyrell
3,2,tt2178772,Ciarán Hinds,Mance Rayder
3,2,tt2178772,Mackenzie Crook,Orell
3,2,tt2178772,Paul Kaye,Thoros of Myr
3,2,tt2178772,Gwendoline Christie,Brienne of Tarth
3,2,tt2178772,Noah Taylor,Locke
3,2,tt2178772,Natalia Tena,Osha
3,2,tt2178772,Michael McElhatton,Roose Bolton
3,2,tt2178772,Iwan Rheon,Ramsay Snow
3,2,tt2178772,Kristofer Hivju,Tormund Giantsbane
3,2,tt2178772,Finn Jones,Loras Tyrell
3,2,tt2178772,Thomas Brodie-Sangster,Jojen Reed
3,2,tt2178772,Ellie Kendrick,Meera Reed
3,2,tt2178772,Ben Hawkey,Hot Pie
3,2,tt2178772,John Stahl,Rickard Karstark
3,2,tt2178772,Philip McGinley,Anguy
3,2,tt2178772,Mark Stanley,Grenn
3,2,tt2178772,Ben Crompton,Eddison Tollett
3,2,tt2178772,Luke Barnes,Rast
3,2,tt2178772,Kristian Nairn,Hodor
3,2,tt2178772,Art Parkinson,Rickon Stark
3,2,tt2178772,Michael Shelford,Master Torturer
3,2,tt2178772,Joe Purcell,Riverlands Traveller
3,2,tt2178772,Joe Cassidy,King's Landing Tailor
3,2,tt2178772,Will Rastall,Tyrell Servant
3,3,tt2178802,Peter Dinklage,Tyrion Lannister
3,3,tt2178802,Nikolaj Coster-Waldau,Jaime Lannister
3,3,tt2178802,Lena Headey,Cersei Lannister
3,3,tt2178802,Emilia Clarke,Daenerys Targaryen
3,3,tt2178802,Kit Harington,Jon Snow
3,3,tt2178802,Richard Madden,Robb Stark
3,3,tt2178802,Iain Glen,Jorah Mormont
3,3,tt2178802,Michelle Fairley,Catelyn Stark
3,3,tt2178802,Aidan Gillen,Petyr 'Littlefinger' Baelish
3,3,tt2178802,Charles Dance,Tywin Lannister
3,3,tt2178802,Stephen Dillane,Stannis Baratheon
3,3,tt2178802,Carice van Houten,Melisandre
3,3,tt2178802,Alfie Allen,Theon Greyjoy
3,3,tt2178802,John Bradley,Samwell Tarly
3,3,tt2178802,Maisie Williams,Arya Stark
3,3,tt2178802,Oona Chaplin,Talisa Stark
3,3,tt2178802,Joe Dempsie,Gendry
3,3,tt2178802,Rose Leslie,Ygritte
3,3,tt2178802,James Cosmo,Jeor Mormont
3,3,tt2178802,Conleth Hill,Lord Varys
3,3,tt2178802,Jerome Flynn,Bronn
3,3,tt2178802,Rory McCann,Sandor 'The Hound' Clegane
3,3,tt2178802,Ciarán Hinds,Mance Rayder
3,3,tt2178802,Robert Pugh,Craster
3,3,tt2178802,Ian McElhinney,Barristan Selmy
3,3,tt2178802,Gwendoline Christie,Brienne of Tarth
3,3,tt2178802,Mackenzie Crook,Orell
3,3,tt2178802,Paul Kaye,Thoros of Myr
3,3,tt2178802,Clive Russell,Brynden 'Blackfish' Tully
3,3,tt2178802,Tobias Menzies,Edmure Tully
3,3,tt2178802,Kristofer Hivju,Tormund Giantsbane
